,Train_MAE,Train_RMSE,MAE,RMSE
0,3.2402193764125786,6.019117234789773,59.17388031350829,98.43380005003804
1,7.100342103063447,12.738020145339114,35.32520683782241,52.33943728850114
2,5.65735684896809,11.866011362713975,49.78170145675187,66.3106650378539
3,9.579155366418364,17.479516197644916,37.223842964142065,73.38009832617402
4,10.434815097217038,18.535096846250767,54.763156204346345,94.57200510799795
5,9.662438068624539,17.401070286532878,34.19700598112704,71.44107923014099
6,9.48906967973383,17.55234093050517,31.422964551755545,44.43118730311232
7,6.5879400216805335,13.10679040004374,40.92206023530436,75.51678754330061
8,9.410082791780864,17.575360618299978,27.876380575106385,36.3268971643128
9,8.93722022293747,16.25602618619807,53.38144720376448,86.17358427821502
10,9.587977372986385,17.31529747144855,57.11385463738867,103.20591242791664
11,9.725893214928808,17.829414301195975,34.20647486763232,50.78923705640024
12,9.338002025627162,17.39849228021057,36.14257106395025,52.05289805187703
13,9.93412265299561,17.72158943531337,36.82475055842571,55.153336511499184
14,7.087720829888424,13.480500554269113,39.63070771218622,69.19314910852212
15,9.15384457398791,16.9894102939797,35.93296002714768,62.30047633301026
16,7.366497799059655,13.273481455075283,41.47351118991436,76.98293247658765
17,7.193800988427472,12.701596984503988,52.50061929719126,84.36977760412995
18,8.621462274525873,16.08635357217132,58.93616644154601,96.30582244732577
19,9.484821107238849,17.10558690073325,45.13597678584731,80.25039893700526
20,9.240647258814608,17.265320771040116,38.54057759544133,57.49535849273333
21,9.44402935790059,17.441966280132906,28.570044376437952,44.341496135010466
22,7.137579764670628,12.924357053788388,49.30030914649349,85.13996743800352
23,8.889625142924958,16.25301684418191,51.382177540063225,111.59198131744273
24,9.809786687265877,17.876954374386525,30.403189123352302,45.90579178244893
25,9.494038304115682,17.49420226624002,29.584019978580535,58.227068446097945
26,5.3923192763034535,9.706522467318322,43.4127902856652,74.5326031167642
27,9.733816791668142,17.405037487604385,47.62576323268067,74.67214395798138
28,9.397936251557836,17.56150840942005,40.77374442200271,56.03317245402717
29,9.22414523882948,17.28697876997237,32.57889047079176,49.132044646165575
30,9.547570928407126,17.364310246018764,30.78400450072517,53.15978704576099
31,9.450893878628932,17.25899080670728,34.61776461891513,54.569430408492856
32,6.8252431427786,12.33560707050063,43.17969292179713,64.04026131340588
33,8.931723317623868,17.17392848324685,51.69673966367801,88.78028238033144
34,9.055804180432702,16.79951806719474,30.840106138593,45.02843153212618
35,9.198946226710966,16.926737673928304,33.942324269605464,62.022149815003765
36,9.080429025176162,16.40041342093525,51.76002370857665,83.27618981073283
37,7.919853427933432,13.875894189585829,25.871546860850128,37.53206739933935
38,9.441975959665662,18.048475704985808,44.59821919475236,72.92937300094073
39,9.282410698843405,16.99676788271806,54.987446926275226,106.5589385533148
40,9.068390283776147,17.143694793245615,45.52710588627895,75.85590858876698
41,9.238361484409563,17.656575090243365,41.528693592368455,65.4306343626945
42,6.780572907363414,13.415311365222855,39.91018712486976,67.5666100634582
43,8.951624464742846,16.528393554649128,40.48782410798645,58.465471670215614
44,8.142539622960333,15.732891639241323,39.440912572045576,59.51337030836735
45,9.18918754032715,16.65506287558703,39.160539743211224,70.69179107663344
46,9.233029805701186,16.9986133652585,29.19863319213508,48.09256220150889
47,9.42574640926869,17.377773117818624,42.21493863177746,69.72189555045071
48,4.97038010924689,8.783164892681224,63.07164781377321,95.87508508986825
49,6.8500418224407635,12.467161190496235,50.135972938359586,81.17828465089083
50,9.290509456423393,17.080526013713154,39.14687864960709,60.64907191256146
51,9.622238916378413,18.026212440062938,24.204253596867137,33.87390008682578
52,8.847188638813277,16.554519951294278,31.251742166275186,44.24866432597906
53,7.010476667584401,12.626223934583939,44.364029366216144,81.09191157560639
54,9.232786820247448,17.413806674700815,33.32529015671575,54.126013016914534
55,7.138496295928865,13.768572495143792,44.24095116995667,68.8164214108047
56,5.295393233339143,9.595175639637358,35.295189958460895,60.39249428261807
57,8.518597003658822,15.980400503140821,35.46768176560176,48.79624002691997
58,6.768795983553208,12.191635190296925,30.566432524260474,52.291128638930424
59,9.309318747298661,17.25999992213488,39.707488883594905,63.581771262407145
60,6.603594947795,13.410286695502915,50.428095433673384,85.63000376063135
61,7.257637924062756,12.892374263832053,32.88328611217373,50.22559068865435
62,9.027132291502072,16.892125649427665,27.607311441471097,37.36311007298901
63,9.60964662346158,18.209098656877394,43.39324821443009,64.13182523099043
64,6.803926603702139,13.048910906580991,48.735427503097384,75.6576082881955
65,9.457050743173449,17.038346840297645,39.375990996826815,69.54464988924208
66,7.176310439442161,13.8774012558084,41.946310774654535,67.61855686028377
67,9.138429666279611,16.9416108557127,28.83924642965626,43.96596818949651
68,9.021160694492558,16.311614397393438,37.440466231210344,79.84207547853485
69,9.150355728515837,17.001724644493894,41.10072386161756,81.1728416786265
70,9.155457929615372,17.079663118968707,34.86623934871048,59.96076534893872
71,6.912520396128929,14.121954049598932,44.60970552680565,72.123529411631
72,8.306380912436634,16.035309477162123,33.260117475958275,47.77923744623075
73,8.822100944066454,16.58502331662248,52.82898427768829,96.01583995753133
74,7.128954993098896,13.720745979007058,35.04839115531914,56.80745574461463
75,7.15063946650316,12.647096700415581,42.16542603970306,67.59218737214859
76,9.046660800997962,16.902372941751086,52.54460875782106,98.02806956767952
77,9.276081171696323,17.312372121688178,29.51379792503855,42.57888015575909
78,9.343399921387183,17.165605885782274,26.177621837154348,35.112340570802616
79,9.669914375019372,17.461334099995966,21.337145723648455,29.47079795415068
