,Train_MAE,Train_RMSE,MAE,RMSE
0,0.008081900225650857,0.015384491218489204,0.022774010156128562,0.037698596245000965
1,0.00800655440371593,0.01531092477198575,0.02399421031262651,0.041256059476157216
2,0.008488883012102011,0.016265444548618502,0.02144358065281487,0.037822656764114004
3,0.008389370819529333,0.014782203780294736,0.02563810706405194,0.03676344777652578
4,0.00807591945103326,0.015520650957459104,0.02814588962268074,0.04229790126233513
5,0.00829530218845662,0.015522559279821187,0.025374436703659,0.03982049290997107
6,0.007592262919093623,0.014091505746705528,0.02613405909391114,0.038098151987948796
7,0.00760338749936352,0.014350042948469715,0.024274224568318663,0.039772340175204764
8,0.008499894842000448,0.015937260495095543,0.021713625188815467,0.029135935090210157
9,0.00836874559423693,0.015297407691611309,0.02671375546762203,0.04012121625236963
10,0.008893043565900682,0.01697079789939651,0.01957991224504355,0.027436460341936433
11,0.007944343191381514,0.014593845472258053,0.022674091991094148,0.03837269510654538
12,0.007969954745454963,0.015683175392225142,0.024749352872442766,0.040597807642556154
13,0.008525325631348989,0.015881323182071746,0.026770985762863332,0.03469800168278906
14,0.007918394768238232,0.014800586604109774,0.02372925659410569,0.038277130919260924
15,0.008679891735214393,0.016127552024161242,0.029097940210765366,0.043393062586404935
16,0.007880387811523748,0.014649491765717036,0.027472123088517705,0.04167721298044588
17,0.008257070068741372,0.01481113905279673,0.02908148567681548,0.043387892061268724
18,0.007594546840593694,0.014966425663814464,0.026448897565330167,0.03708226128292599
19,0.007832225673638265,0.014258043298946131,0.027426307121681412,0.04770466981963577
20,0.008367036210427841,0.01609952730614142,0.02235175388605842,0.03924775812651026
21,0.007963368624730224,0.015365900016754414,0.02354844142873318,0.03628387208271292
22,0.00811124464096093,0.014510770069142191,0.025778644901460566,0.039771196999898305
23,0.008215598971499228,0.016697786763333458,0.028451920968343338,0.04192267191389872
24,0.008173009427138167,0.014811985609500509,0.025953187687403775,0.040337056461148546
25,0.008003522231499137,0.014916342855744145,0.023928752811855594,0.03688429462083793
26,0.008188952499062247,0.015919355809726716,0.021203938730943714,0.03185608918864321
27,0.008433014961787567,0.015103193142870126,0.028588646989046753,0.04305281612578911
28,0.008125569236548951,0.015025345850788383,0.028879323300792233,0.045954628920400226
29,0.008262258171663012,0.015655374107260294,0.03164106856179052,0.04373316573787665
30,0.007677590547546135,0.015088939802919695,0.024670655162031426,0.035311776056375595
31,0.008334279140173408,0.015736213696939137,0.019977476904210086,0.028377851452737354
32,0.00844359878573297,0.016004020522878977,0.028892561056302023,0.04426524335364552
33,0.008929194107396668,0.01642329185289878,0.022676374694677353,0.031867171629063704
34,0.007754783568451753,0.015189963015848773,0.02466618565409408,0.04231323376348268
35,0.007865214999993417,0.015094637278214017,0.02223368474118884,0.03292470384844335
36,0.007840202843332473,0.015407394752490465,0.02398031839515346,0.033347156824754046
37,0.008648084850932738,0.015967457775684063,0.019477916718638934,0.03009481587397147
38,0.00752449597216543,0.014129315930783932,0.03500942926420054,0.056276782892635005
39,0.008154305732735276,0.01569911601915161,0.020693970361416184,0.02945558992245296
40,0.008258883360470018,0.014563405088237343,0.023300624198827547,0.03510275814735643
41,0.008569171789365233,0.016290612657570036,0.020631270067049488,0.026835889228396036
42,0.008263047212671747,0.01634174947610614,0.023161938543080206,0.03442864101936551
43,0.007971724739136628,0.014525769230608755,0.031318096167374354,0.045529325705722566
44,0.008465381831076353,0.016432531451330428,0.020114103002309515,0.029053365653205137
45,0.008098549444311041,0.015444133114970076,0.03283014330292417,0.05071609717857661
46,0.008270367338603778,0.014754815497804654,0.023885206423713345,0.0413843833178583
47,0.008471969748492259,0.01585361527997631,0.017654657625229178,0.02232594860906934
