,Train_MAE,Train_RMSE,MAE,RMSE,
411,12.12780481,22.98777031,17.78821299,28.12215893,
412,7.519472793,14.70256222,31.98045639,55.84685129,
413,9.991155039,19.82181584,22.09490361,35.51269613,
414,8.243198205,16.50232391,33.21645556,53.29783861,
415,9.575860948,18.92086337,35.4143335,71.95852316,
416,9.043405892,17.57428841,29.01043133,49.49673209,
417,8.87311992,17.13407206,21.18048332,43.40357178,
418,7.899881374,15.76503173,61.33618282,114.7469189,
419,8.757177203,18.10950727,30.80343945,44.93319578,
420,9.121497947,18.08936317,19.49522931,32.01438992,
421,9.261399273,18.08141135,29.58500594,49.918958,
422,9.255047724,17.59451712,32.69842456,51.28547238,
423,8.336530604,15.70586562,29.20980595,63.69447441,
424,6.324390646,11.14943811,63.48889199,169.0717555,
425,9.937349377,19.57608828,23.43207386,40.90438752,
426,8.460093424,16.48612137,33.45275204,60.26327644,
427,8.211269317,16.08254854,42.43044939,110.9355898,
428,9.104782625,18.1283715,23.8906166,37.37233466,
429,9.534503038,18.1526788,28.05710739,47.43310814,
430,9.518296434,18.64345152,33.22567491,53.02668305,
431,9.055683193,17.31531653,27.83821926,50.80856949,
432,8.577918655,16.45644161,37.26753608,70.97225609,
433,8.096404909,16.767347,27.8106465,39.17787596,
434,9.39103649,18.52885351,25.04517921,40.75577342,
435,8.314438835,16.38269165,39.03118346,67.69231296,
436,8.166486787,15.81930872,53.05697864,149.5755665,
437,8.350206679,16.83025956,41.00049787,71.66510652,
438,8.692688368,16.99409163,23.12596331,52.41463825,
439,7.056215915,12.32556588,57.70161158,172.2815391,
440,8.084266216,15.70761143,61.14296699,134.7893425,
441,8.943012969,17.29222513,39.4224661,75.59679853,
442,9.202216491,17.37724212,18.61279941,28.86374395,
443,8.15056795,15.86673099,31.99745159,63.29795562,
444,8.641848741,16.82291116,39.06185633,68.68866476,
445,8.413950107,16.17828805,31.25531735,50.23956907,
446,8.817825299,17.35865624,20.22157031,35.12978184,
447,9.728951301,19.29212021,26.47199427,46.11032757,
448,8.914626777,17.83261132,29.18633638,58.48244219,
449,5.360537992,10.38203061,34.58068198,57.72289243,
450,9.109190255,17.81848079,27.3766755,45.65311865,
451,7.978164786,15.45027188,44.66081997,82.51608042,
452,8.020443282,15.57924788,28.29398493,53.53640063,
453,8.761532282,17.38597416,29.67417471,51.62444623,
454,7.22145179,14.41318848,40.26191317,101.5767915,
455,9.231149012,18.58359064,27.6497688,45.94630672,
456,9.007037731,18.20435147,24.90992506,58.55845356,
457,8.74009104,17.45216388,45.51677282,92.3876225,
458,9.798657551,18.2821535,41.6948412,153.427447,
459,7.509830751,14.83898666,43.16001078,88.54803296,
460,7.52528438,14.69807718,27.49826321,55.79886709,
461,4.986051918,9.904906442,33.41397031,55.54509277,
462,9.875526007,19.30604973,30.95412476,48.96550608,
463,8.812456827,17.54226886,23.83784016,36.44917311,
464,8.890783327,16.64809885,30.78350622,56.81355838,
465,8.462179644,16.83546806,23.86151157,44.31504474,
466,6.418011779,12.04758784,46.00885704,93.25883976,
467,9.402947081,18.05099802,24.14513468,45.66692126,
468,8.204818761,16.07422373,33.45714264,57.49485718,
469,9.290203494,17.98685442,38.40885742,65.61700895,
470,8.428905426,16.683162,20.61453208,36.16164948,
471,8.605542742,16.63536803,28.97667749,43.70133132,
472,8.923621053,17.71677243,34.59020097,57.44047455,
473,8.895608324,17.61718229,31.34678912,50.50669712,
474,8.31292308,17.31503805,36.41885265,56.47691246,
475,9.423741256,18.56126768,20.54150182,29.27880542,
476,9.527143277,18.99907469,24.76285656,47.58418134,
477,8.191126501,16.276861,35.92269729,64.29104574,
478,6.472046456,12.66726246,40.13745846,83.39002448,
479,8.873733692,17.86078501,24.50004777,43.81176286,
480,7.557025352,15.32924669,28.97442912,40.87462788,
481,9.257189804,17.88708835,42.98839986,59.13847894,
482,6.39068614,12.7497384,25.52276753,42.59949109,
483,6.418389628,11.69098999,57.49213282,97.10702441,
484,6.167588613,11.9105255,26.27204239,42.67393943,
485,10.63736535,20.73721584,28.621838,42.27676561,
486,8.905279306,17.99029008,35.8991546,63.44998125,
487,8.654657411,17.35530694,36.81053371,77.58046818,
488,9.752042999,19.08925599,26.59353277,43.36673992,
489,9.204349202,18.50366249,21.47068422,37.31002445,
490,7.888904299,14.57012329,42.95133675,83.28087333,
491,5.232957305,9.836847317,34.06828647,47.27338144,
492,7.740469022,15.35265614,32.62459945,57.34943791,
493,8.959780702,16.88931129,41.6566938,108.6964009,
494,9.187782972,18.22094046,26.59766229,55.73596899,
495,8.518808453,17.26034658,25.96909316,47.52613395,
496,7.870130446,15.00563811,44.28410254,83.04057377,
497,8.26677556,16.53030364,30.54948592,59.31882689,
498,7.838731502,15.75905554,44.42747301,120.8202212,
499,8.939302336,18.01173535,24.2982579,46.08452179,
500,8.807862079,18.11169948,25.77661642,40.15634137,
501,9.047119465,18.31658281,30.79121409,48.41341671,
502,9.51434914,19.16173922,23.52851516,34.73165427,
503,9.854766639,19.37596312,15.92274095,28.06061508,
504,5.987852718,11.3536025,26.76682796,43.99163485,
505,4.794248004,9.567009944,25.88286713,40.79097993,
506,7.952453502,15.32327895,29.2217051,47.06439716,
507,7.826136705,15.47544283,57.44048954,100.6243333,
508,9.096860905,17.99802433,24.93712682,37.01479243,
509,9.830111702,19.52361155,22.8633157,37.82467704,
510,8.600991948,16.42621552,48.98935356,116.6245154,
511,8.837962006,17.42781558,25.0348977,35.4434205,
512,5.638410263,10.26421552,35.6118418,54.70880306,
513,8.308676539,15.87218424,32.43368728,58.83357631,
