,Train_MAE,Train_RMSE,MAE,RMSE,
514,9.50949833,19.05339613,25.06919054,42.47276715,
515,8.410704078,16.82696881,29.93871242,57.94715978,
516,8.470597346,16.79843438,35.18453003,61.998105,
517,9.430740399,18.97293405,32.16034265,59.71381605,
518,8.856806105,17.86471272,30.93644767,54.50557275,
519,9.18886577,18.28722565,36.35007975,61.53996186,
520,6.800483638,13.52061434,46.50359768,86.91104951,
521,8.903000684,17.01016275,24.73107059,34.00399467,
522,8.088775423,15.53845611,23.63620534,36.59356417,
523,8.048933856,15.86698775,27.58318799,41.37951192,
524,8.519265858,17.08623027,39.76283029,70.9349604,
525,9.261826889,18.2205351,24.33919997,34.11066792,
526,9.35177229,16.70262007,61.50088213,119.5614835,
527,4.87478058,9.592564618,33.02153338,50.43509572,
528,8.098772862,16.72336149,32.43214553,55.14681044,
529,9.307351968,17.82417921,29.8856899,45.54256664,
530,8.311792887,15.61617241,60.46778924,113.1540386,
531,7.983804581,16.24262657,23.88792929,37.55865068,
532,8.461326608,17.12886137,35.11551601,57.63492372,
533,9.163704476,18.10936242,19.82549461,28.00525209,
534,8.961848116,15.90710786,62.20122792,165.2514412,
535,9.424552345,18.71690127,24.53282486,41.13562946,
536,9.06041405,17.43190429,55.05038141,133.8624013,
537,7.468295892,13.41337266,55.48712386,168.3609487,
538,8.93442539,17.57690913,22.98784784,34.88180008,
539,7.670161757,15.2869349,36.36834875,76.32541787,
540,5.993194138,11.54614767,25.77360403,35.95288903,
541,7.395805557,14.39809797,53.46169336,125.3340546,
542,9.501008174,18.74171145,22.11163214,52.19340648,
543,8.486213291,17.0069781,42.38445319,115.3001729,
544,10.12940222,20.36890384,25.08673201,57.66745122,
545,9.808487165,19.65710094,29.1586248,47.18209399,
546,10.1150751,20.1422378,21.84023369,29.72074729,
547,8.357051191,16.52142882,40.03626484,113.0493725,
548,4.920329453,9.562681047,46.39648622,76.26781444,
549,8.951254754,16.65054225,27.61662932,48.75126121,
550,8.362744662,16.74048297,33.38936082,53.96583136,
551,9.103419781,17.17260222,37.65899554,81.01863676,
552,9.486448476,19.2222346,24.09088426,37.8161336,
553,8.312891522,15.94300406,28.58874501,47.20280656,
554,9.440751206,18.5309842,35.64818938,57.62273417,
555,8.549583816,16.59847579,26.77121957,57.73329072,
556,8.746298598,17.06482591,23.46061343,41.06665651,
557,8.685823694,15.88641139,33.1656671,58.59088002,
558,8.545803686,16.5660635,40.01726985,82.62335888,
559,8.984779812,18.05759703,45.25213092,83.9492521,
560,5.465484258,10.20167342,34.71572257,64.49714436,
561,6.991981589,12.61588095,38.57814885,131.1291104,
562,5.791396821,10.72335252,48.80093695,116.1531822,
563,7.969652338,16.18878848,27.83295782,46.80490183,
564,9.170517438,18.15536448,27.58852559,44.13070531,
565,8.584396709,16.66025634,19.22583525,40.05058308,
566,7.486336517,14.10208835,48.99626825,81.8605887,
567,8.795296872,16.98250137,34.14061015,56.35284908,
568,4.669589948,8.792353548,34.81290824,63.98304756,
569,5.746426597,11.59983262,28.85641261,42.6995764,
570,7.464710736,15.09028164,57.27343696,122.2804573,
571,8.865793181,17.78296704,29.17145991,64.41365788,
572,8.962436948,17.77361364,16.38263179,22.06328616,
573,8.662365114,16.53915166,22.4712689,33.48602267,
574,9.495041835,18.90767684,26.44684396,48.61243609,
575,9.041624942,18.11098053,34.10151974,77.26648959,
576,9.393664261,17.90226165,29.02377145,58.03812924,
577,8.611151579,17.22443368,27.92198837,48.89775881,
578,10.15020656,19.36649097,15.29359399,23.75579668,
579,7.266768717,14.30337475,41.1245272,78.16520963,
580,5.124648317,9.827866099,30.46040866,45.48709835,
581,9.22641101,19.14366168,27.57883848,51.64181003,
582,10.06901378,19.73476846,28.54634472,43.40662765,
583,8.145594062,16.07776165,32.82476719,58.35927404,
584,8.224286529,15.56323779,27.98856977,55.41097007,
585,7.773556329,15.41675006,74.16410941,165.9962609,
586,8.66247221,16.40732935,38.91816583,73.13330746,
587,8.871824272,17.28248913,29.42991522,49.8762825,
588,8.799421445,17.45763674,23.64658466,45.24583466,
589,8.966097691,18.20072501,25.96134645,41.30757094,
590,8.663133826,16.8366633,41.16485921,86.24379741,
591,8.752285356,17.5750632,29.14501497,39.71167918,
592,7.975003717,15.68588889,41.25542876,84.97374167,
593,8.966575681,17.76526938,42.71781006,109.8202503,
594,10.18205339,20.1489552,31.44608613,56.53942849,
595,6.035837635,11.51824609,32.05145736,58.59975367,
596,7.817853539,13.98597098,65.11191495,187.6358647,
597,9.140863396,17.85355897,24.96971303,59.55898317,
598,5.279124115,10.14194657,34.24383412,53.7206808,
599,7.697507976,14.81994563,36.89475837,68.39714658,
600,8.64357072,16.94201951,38.51145335,74.64833874,
601,1.79E-06,3.12E-06,40.45224262,90.11506918,
602,8.258492657,16.3763434,39.4062692,64.69140498,
603,8.129716049,16.03271369,37.20353642,75.19748564,
604,6.476839364,12.52054589,30.5622373,41.04388895,
605,8.693501876,17.61829058,28.73105674,46.89506786,
606,7.694929222,15.38726674,30.98090945,68.15536561,
607,8.361038881,16.64589995,25.92447433,44.77491155,
608,7.921453178,15.64509554,35.82673394,62.65514058,
609,9.147063754,18.28029571,46.00055494,75.9860416,
610,9.377709079,18.91348114,33.97249311,43.20905966,
611,7.783458811,15.13078999,26.34262461,53.51150055,
612,9.368987538,18.79814579,20.45639715,34.14654511,
613,6.903516006,13.51009517,23.53986029,34.58642487,
614,8.964856146,17.44960269,40.43534989,74.30141218,
615,7.610727564,15.31688907,52.63665276,128.4579379,
616,6.46616471,12.24200972,53.38373894,79.68615687,
617,8.046876305,15.6342528,42.92903249,71.35009505,
618,8.905316398,17.51143701,34.16683602,68.55418552,
619,3.452313646,6.455611367,25.23244218,39.64046246,
620,7.711118636,15.64700036,41.32211453,69.11404039,
621,8.952438724,17.43128289,36.46903354,71.57658655,
622,10.11068961,19.92805422,18.93640448,33.98103647,
623,8.302288564,16.58573872,31.42234556,74.28738944,
624,7.96721667,15.20022228,29.9862185,46.31864269,
625,8.341082545,16.01722233,47.34901986,82.44029569,
626,9.244157719,18.3828309,43.6063315,71.62457487,
627,8.848630385,17.2976058,34.71742178,64.46455618,
628,9.232349932,18.17845986,18.29636266,28.73439994,
629,7.956303348,15.22612464,50.15199416,107.2978732,
630,9.505575331,18.1616708,24.81418586,40.09842017,
631,7.388499359,14.13742473,26.54655293,42.2171634,
632,8.852257786,17.34818391,38.16329752,77.51361299,
633,8.665431669,17.45253983,46.98892199,116.5154825,
634,8.215986977,16.76092452,48.14186907,90.59629744,
635,9.821117253,18.6291857,24.41971199,38.89686427,
636,7.348404453,14.81288768,36.79873256,57.97298466,
637,8.648123476,16.69834468,26.82029271,53.16279171,
638,10.17655947,20.2745752,29.00319857,57.89705731,
639,8.24919593,15.94295576,34.84991491,62.16546497,
640,9.146673319,18.48122263,20.61939368,35.62884092,
641,8.488314711,15.87403558,27.81888826,49.91645154,
642,9.46984462,17.93802457,30.06008901,44.1906654,
643,8.692959531,16.43149658,33.52492349,51.62088392,
644,8.455783005,16.69304348,41.78893154,81.55873403,
645,7.947528341,14.79749578,39.21349458,150.1110195,
646,8.519700445,16.81971947,28.9103933,57.6469184,
647,8.844066329,17.56475612,30.15755269,48.31630327,
648,8.71913394,17.08770001,35.57008702,63.96947458,
649,8.462756219,17.04664566,30.9634944,50.92162496,
650,7.987515477,16.44927293,34.31694077,58.02681006,
651,9.965161089,19.97144126,25.035043,46.19161278,
652,8.307717229,16.0083915,30.20979442,75.40487916,
653,5.13053113,9.935237265,33.43703822,64.84431653,
654,8.343152061,16.43304749,39.19982154,76.64441567,
655,7.524159676,14.51456119,35.57242038,71.81288584,
656,8.324429919,16.57488536,33.99809004,57.98232053,
657,8.968934242,18.10235097,33.14456642,52.7475776,
658,7.701670563,15.81042726,20.87195279,35.89751024,
659,6.087126209,11.44045639,40.07289843,77.55513555,
660,9.043564388,18.10822743,24.94613201,37.73322865,
661,8.653254215,17.44961249,28.81685793,50.27773544,
662,8.560516279,16.63108159,35.12394248,78.96184371,
663,8.395158674,16.8109651,24.99650122,45.67373017,
664,8.904939413,18.20058862,37.70417809,71.59436701,
665,6.944517307,12.83328684,40.43677544,155.8619436,
666,10.04271204,19.35579728,22.65663659,45.86912932,
667,9.192175928,18.51382088,36.2801865,79.08206952,
668,9.368455287,18.37866542,25.90453231,39.7350404,
669,8.728820032,16.86883026,38.1850529,81.03404171,
670,8.583479386,16.456743,31.80649531,49.45507195,
671,8.119425238,15.32389825,36.53864916,59.30453402,
672,6.706227024,12.5125666,34.18117014,66.42031143,
673,9.326942596,18.68855608,24.17892693,39.23810586,
674,8.206955788,16.08124833,30.52794341,61.88357308,
675,8.746120633,16.42103278,31.87565196,53.55449563,
676,7.754021398,15.15360161,45.57777231,110.6912906,
677,9.412489807,18.1884659,39.04292652,71.00623119,
678,8.488243071,17.20024369,28.78478467,43.96527052,
679,9.313289779,18.59118514,32.391872,61.19675457,
680,9.504226804,19.03755193,23.31219046,46.928344,
681,8.735252407,15.93250027,44.43897526,161.9108579,
682,9.028182851,17.91742497,27.46380053,53.33467127,
683,9.756294953,19.37402564,22.35420319,38.53193368,
684,8.99636069,18.04430159,35.58211083,62.70634785,
685,3.747827641,6.958419342,30.09573235,72.09772888,
686,8.543162512,17.29775262,24.88959702,37.60579311,
687,9.692477812,19.02972502,27.71256463,70.35919021,
688,9.391293696,18.27315057,26.55260487,56.57337032,
689,7.846309103,14.75135167,32.76777193,65.86788559,
690,9.626048557,19.12700571,32.9632208,66.71092272,
691,8.074470334,15.43705184,27.85964269,50.60244812,
692,8.559884078,16.57261606,32.55022406,59.93758956,
693,9.566254844,18.95466533,35.530933,74.68173919,
694,8.31952704,16.16287867,42.48899457,90.6850121,
695,8.921134868,17.60377542,30.9931896,69.73889869,
696,7.446348359,13.70561019,52.59859954,87.93710062,
697,5.201548793,9.191669753,30.96741299,42.13738355,
698,4.713836916,8.952612418,30.38502209,46.55651242,
699,5.413645193,9.93031051,37.04670926,66.08508382,
700,5.921281214,11.83539649,33.24272343,55.62493735,
701,7.559346942,14.63230314,26.13251645,48.33330066,
702,9.671615124,19.25163829,33.57495328,47.85597062,
703,9.364892274,18.05292996,33.81338365,67.61152856,
704,9.410457385,18.78920983,35.05774815,47.92870142,
705,8.326348331,15.45925181,27.45173152,47.43082279,
706,8.581296366,17.56132529,32.58062207,64.02414109,
707,4.108676073,7.617820784,34.84968632,53.33836838,
708,10.07075414,20.04252807,27.21353542,59.9062431,
709,8.658321057,16.57157284,24.72137819,43.66964701,
710,1.73E-06,3.14E-06,40.18263447,74.53790645,
711,9.21106817,18.64603189,35.28862451,53.38684945,
712,5.030212883,9.104010775,34.64759212,59.18937176,
713,9.001167656,17.62906539,22.29637443,41.28065497,
714,7.985816935,15.97841164,31.84239582,65.07380524,
715,9.550746205,18.20485542,39.40255991,70.39826344,
716,9.348208875,18.63232715,39.43759382,108.1267859,
717,8.633020588,16.82486853,22.79152478,45.59757662,
718,8.653181298,16.7572101,38.86798528,85.95020591,
719,8.443936605,17.18608521,28.02434454,40.11885908,
720,7.736165751,15.48749698,24.96675812,38.49913652,
721,8.024927734,15.54081057,35.35006947,67.99611184,
722,8.606868257,17.17195449,39.72576578,82.63858874,
723,8.33364691,16.04188249,28.21358278,41.36054758,
724,8.70761559,16.82233265,27.35961691,51.2014328,
725,9.304879526,18.60437046,24.59101337,58.32763217,
726,8.647274414,16.33839801,27.10342131,43.2894909,
727,8.981141747,18.1885462,21.15932491,27.43642978,
728,5.478343423,10.83890594,36.24975757,57.86802663,
729,7.214248039,14.66351148,30.8378723,48.35428559,
730,9.880702031,19.90852477,20.3354252,35.86148947,
731,9.569966212,18.49489589,25.76069155,37.35337314,
732,9.144114443,17.59746683,21.77356618,51.51346687,
733,8.408932643,16.06733306,49.819783,89.04973283,
734,7.635543495,15.00307337,35.34759748,53.58030597,
735,8.86914649,17.26092756,23.38501852,40.47924894,
736,8.988739748,17.7188023,36.35310688,82.19691237,
737,9.612445044,18.73235709,29.18481104,54.67955205,
738,8.693861654,17.22431373,39.62405279,65.72305025,
739,8.279262034,16.20480766,25.11779789,39.63366615,
740,4.783187855,8.847239765,47.35383396,110.5828658,
741,7.68826056,14.89790021,51.81020468,82.86726342,
742,8.695792525,17.8199619,24.12007113,36.48158377,
743,7.719377378,14.78972923,39.55254648,85.49263484,
744,8.566157549,17.4018739,32.30358873,55.31197723,
745,5.383402193,10.37537401,42.45175479,73.851629,
746,7.645035898,15.73018437,31.54325332,53.18976256,
747,9.570438242,18.76325526,21.65707106,34.79763424,
748,9.603918369,17.95463552,40.03436723,91.13371974,
749,8.479251601,16.86724556,32.79103699,57.12624863,
750,9.794320468,19.51294987,26.34074005,39.6995086,
751,8.692571386,17.42966747,27.52357484,58.0191554,
752,5.46453697,10.81330359,30.43535611,59.30872551,
753,9.604731275,19.37463587,19.38776951,32.3795822,
754,10.03422257,18.89555583,24.15914735,43.5121849,
755,8.640683444,16.67370826,60.1555868,133.2386852,
756,8.197580102,15.3378862,27.52548917,51.49713259,
757,6.707510593,12.43980548,29.6870498,43.25305176,
758,7.781804763,15.46204701,49.6121455,117.8956849,
759,8.208264022,16.43825985,30.49931475,50.86044578,
760,7.940439707,16.07942541,56.49922282,124.6192873,
761,8.648448053,16.32739009,38.94359347,71.97405597,
762,9.076381458,17.80122979,18.23062517,25.1336143,
763,9.030593925,17.38707114,32.96527395,51.64927451,
764,9.705390314,18.37676186,29.68510534,52.23636616,
765,7.622980856,14.38887185,33.67833933,60.92866922,
766,5.41520849,10.5210948,44.57171558,94.24058654,
767,9.74971353,17.50160873,39.23861528,85.5982568,
768,8.907606378,17.42063839,28.55700055,45.64650794,
769,7.305511957,14.08514258,44.61811462,82.02179365,
770,6.121172325,11.73876323,32.25542993,98.43372906,
771,10.00189526,18.94990295,20.79917403,35.44487469,
772,4.109067281,7.913681234,33.45374242,52.00955152,
773,9.32326926,18.39162071,21.17572992,30.47572225,
774,7.918878345,15.71987281,26.2654211,41.62311524,
775,9.62506017,17.58703703,33.58597822,155.5962733,
776,8.760060338,16.13572621,35.07452271,71.83084312,
777,8.325783951,17.07765252,23.92913115,38.48436766,
778,8.810375942,17.7333042,39.36149118,105.5102146,
779,9.291056954,16.8542975,52.98970327,166.979584,
780,7.574759565,14.28011787,26.98753056,49.09545506,
781,8.753381118,17.26852825,27.96368871,51.38190165,
782,8.377066116,16.32720395,32.02586442,56.08462008,
783,8.140063199,16.69105031,37.62838671,71.72407658,
784,4.979842417,9.405720236,45.27387279,82.31946307,
785,8.214914141,16.59265652,41.68554686,82.44205873,
786,10.04270853,19.72909301,24.32584197,48.32349657,
787,8.527310174,16.7493414,29.87512972,59.24984097,
788,8.631801209,16.4632656,28.26340166,63.84794207,
789,7.757918306,14.33488661,21.8400252,37.46698381,
790,9.078744542,18.19505207,39.59526312,110.5051675,
791,5.254371144,9.989985934,25.13167739,44.1825079,
792,1.95E-06,3.29E-06,41.34449871,57.31322653,
793,8.744798214,16.82838397,33.78477549,66.00514979,
794,8.108919534,15.48179311,38.70490696,88.02487179,
795,9.127148606,18.28189758,19.63861619,30.20899454,
796,8.135163875,14.56017631,50.70456523,154.5960516,
797,8.574522774,15.8714273,39.29277411,72.14722028,
798,9.923736174,20.17050857,26.79007299,46.22198357,
799,8.387387821,15.27940156,40.57986257,75.02355399,
800,9.001918019,17.14309658,20.55520707,47.75784345,
801,7.980877309,16.53018679,39.84075324,88.14068289,
802,9.261161484,18.52334084,24.98574803,35.13115268,
803,5.97490763,11.93415927,32.56884785,52.17895916,
804,9.390013177,18.19962218,39.21017568,85.95357523,
805,9.714196234,17.81989197,44.87524896,154.3217506,
806,8.369646748,16.86957578,20.31917723,31.79642085,
807,8.99840238,16.3589171,41.3986923,161.2052685,
808,6.620348651,13.49062784,43.41168334,94.21299253,
809,8.888416367,17.14882949,25.36152485,56.9738811,
810,8.790114899,17.61904632,40.2105078,76.50410639,
811,7.999745125,16.15455556,21.47143912,36.09530582,
812,8.670864844,17.40755286,22.86951402,33.6503965,
813,9.02499133,16.97754266,29.43962555,72.80623907,
814,8.07114151,16.39290952,29.52270727,50.50734401,
815,8.504735124,16.13673574,45.30427832,114.9796543,
816,9.38332853,18.09400008,42.00645628,74.00873392,
817,8.443871102,16.38730538,38.42520731,72.48232338,
818,6.810777748,12.87792128,32.83330405,50.03989482,
819,9.22330304,18.12647787,32.04342705,62.55978407,
820,5.673012134,10.91269263,24.30974503,40.05993424,
821,8.006815074,16.01647217,26.21472907,40.01390721,
822,5.243579896,10.2514634,29.33380831,56.54921027,
823,5.554492852,10.09751343,34.32902399,56.15720514,
824,8.593778175,17.31195219,38.64569095,111.689923,
825,8.023392925,15.71620592,42.74232135,66.96371058,
826,8.403043029,16.83356035,21.32795488,41.96875424,
827,9.315052915,18.51451167,27.23102385,57.55222741,
828,9.533178787,18.87702945,20.6488347,28.09765895,
829,9.548790562,18.66375346,21.14236383,35.65216984,
830,9.140824061,18.86127377,27.4438746,54.46855184,
831,9.218725597,18.16112138,23.90266034,39.84397444,
832,8.610943842,16.97142009,49.41855062,116.4307928,
833,9.382362256,18.58037618,25.72162259,43.12049465,
834,7.611968262,14.65483686,33.31500201,46.2737745,
835,9.422561455,18.71458757,21.40194774,33.41022514,
836,7.675671858,13.68833673,56.00014772,155.1987892,
837,8.384168701,16.43149838,53.55062665,101.4944282,
838,8.486272301,16.17038108,23.53579329,42.55215312,
839,8.684814527,17.12681739,32.86957983,76.88106418,
840,7.779568394,14.85054495,40.89855121,83.91085628,
841,8.063908565,15.76912595,22.39644714,36.31399858,
842,5.135592569,9.736660418,39.90280699,78.21622706,
843,11.12408879,22.33197067,19.88349411,38.01891541,
844,9.244888284,19.06807062,24.53115067,37.27229033,
845,5.869717183,11.3240542,30.05634422,57.69785379,
846,7.268077078,13.22568567,50.65701051,105.6211706,
847,8.553253138,16.20842218,34.55241935,68.33543182,
848,9.139190603,17.97675025,40.0554651,106.2212432,
849,8.81815077,16.8114552,24.71307967,37.09856467,
850,10.11522691,19.79986611,23.93754882,41.82886126,
851,8.52932322,16.41394189,50.06336475,126.5208658,
852,4.944478785,8.943365111,44.14143868,86.63061052,
853,9.312497465,18.58065193,25.63413852,39.76451758,
854,8.534324748,16.63253891,25.39971328,46.01671325,
855,8.477144414,16.9687503,27.28208488,41.9796371,
856,8.219753931,16.30640896,32.04829756,53.61582758,
857,7.744747614,15.98314115,34.17599229,60.78222137,
858,8.505157736,17.00671134,29.94544655,50.58324003,
859,9.024515362,18.01853957,37.15428674,72.12837196,
860,8.712421894,17.85033114,39.30521429,70.62662746,
861,7.93282196,15.97108216,38.09824239,61.66439467,
862,10.25158777,18.43596387,36.25621975,82.90458618,
863,8.939088058,17.65041241,25.32166903,43.83381898,
864,8.633420067,16.2161225,48.24159712,123.6529328,
865,8.382896899,16.12251069,33.90649893,51.58734499,
866,9.186978013,18.41341803,24.66647419,39.43742434,
867,9.593875107,19.34030278,27.03944345,46.1585001,
868,10.58098183,21.07400195,26.79710751,56.7412962,
869,8.954909221,18.2794601,29.65413631,53.29865261,
870,10.2527522,20.96916462,39.66729614,68.97192794,
871,8.890194793,17.85953685,35.63042877,66.77924746,
872,8.486915691,16.59574929,27.10316027,38.25928488,
873,8.506443028,16.40899511,31.5927126,46.92996038,
874,8.553429196,16.79162761,22.31942511,35.99908357,
875,8.423075241,17.05245813,38.26364199,66.65451583,
876,9.405292697,19.1087989,22.04373338,37.36053611,
877,9.824988045,19.65483819,21.81762789,29.8528881,
878,8.843698874,17.61139119,27.8770007,47.94682545,
879,8.929719184,17.22886351,23.07807354,48.49175824,
880,7.321154984,14.09870397,41.66989101,65.73626275,
881,9.769215441,17.94067468,56.96540794,99.06847496,
882,7.066100219,13.92260755,32.3123608,54.21368701,
883,7.975715351,14.49904243,53.00209371,163.2969777,
884,9.53707412,18.73172472,34.50340259,54.49456016,
885,8.075041551,15.69498612,31.54357186,54.41100847,
886,8.48639184,16.14398277,39.77811946,69.46524703,
887,8.759092071,16.54262665,32.54631548,56.53836769,
888,8.710338142,18.31294617,27.0423187,41.05469241,
889,9.85367885,19.33480206,19.29310322,29.46296621,
890,8.75030562,17.73302462,27.56861492,43.01758025,
891,7.3082782,14.5199683,26.76577515,39.73109645,
892,5.6496561,11.15165722,31.53860069,45.54458067,
893,5.400340178,10.32132556,25.74952752,58.29305115,
894,7.522904097,14.59418749,22.68295682,36.53675421,
895,8.974094705,18.29409754,21.5275723,36.0030041,
896,8.879910345,17.71902225,26.57916097,46.1722888,
897,8.818588296,17.31343424,26.78049287,57.37440417,
898,9.00392887,18.01761457,42.67224332,86.78524683,
899,8.297203019,16.87269252,37.29270126,70.0118195,
900,7.797804001,14.93081343,35.05737199,73.50732191,
901,7.939603721,15.38533858,34.17991239,66.63428326,
902,8.750208431,16.71134026,36.92058555,58.45634478,
903,7.62139764,14.70972986,35.9069466,73.34865832,
904,8.229448207,16.50871391,27.36857518,55.65011347,
905,5.544878022,10.31942562,47.50897077,118.0637797,
906,8.665516762,17.25364346,21.78221118,40.65052542,
907,7.736203992,14.96688577,49.30112999,96.20613187,
908,8.121967078,16.13494019,47.11337055,80.06119714,
909,9.713138846,19.09343279,24.62646261,34.82861929,
910,8.576525133,17.76611775,33.8604794,53.21394264,
911,8.661805541,17.12220296,38.79519853,68.75809291,
912,8.699633497,16.63850141,25.57522112,45.16784774,
913,8.424181996,15.02547454,49.68597822,91.23419534,
914,4.845795407,9.061068927,38.14109701,67.14040751,
915,6.251817532,12.05307233,40.54197802,71.67959698,
916,9.103227096,18.48839262,22.6773073,35.94597048,
917,8.677940616,17.02409415,31.59642232,63.25964061,
918,9.013055905,18.30214995,25.44404521,37.29361703,
919,9.059418747,18.44635103,33.34256036,54.75324283,
920,9.061787696,16.86585668,27.81945962,42.53588257,
921,8.347390668,15.89473762,38.72510993,74.80049007,
922,8.72333993,16.4350013,20.95888619,33.71081644,
923,9.136317645,17.59155946,32.51991424,70.53172672,
924,6.413653039,12.0652134,29.04588242,46.66353312,
925,8.089872176,16.43393514,40.71444863,63.12789228,
926,8.948096415,17.30208244,27.60986056,46.38397084,
927,9.407760065,19.00479763,32.57399422,56.71968727,
928,6.098504647,12.13108794,38.18466208,59.91687901,
929,4.414292772,8.129506539,52.86282508,108.1828259,
930,4.750545439,9.58047731,34.94864122,61.56420507,
931,8.63470197,17.12220789,29.20560964,49.75350816,
932,8.690902465,16.94379547,35.63943,72.41614606,
933,9.371313099,17.40388663,41.53051506,164.2709786,
934,8.960227723,17.96610145,45.17325657,79.00081791,
935,8.745677566,17.79923192,23.69713714,34.03030639,
936,8.844938871,17.49445415,50.206008,120.7593623,
937,8.77671349,17.26382686,34.23066099,72.70446716,
938,6.496668791,12.4951492,22.09475485,35.48292523,
939,9.383995339,18.68918375,32.42319619,56.04360102,
940,8.730663548,16.92900329,45.30217947,83.3817143,
941,5.425418967,10.1134209,28.72695458,40.1409815,
942,9.197632072,18.0646728,21.27472618,34.57491669,
943,9.229129582,18.73974162,27.94005471,47.85272619,
944,9.194672211,18.21484981,23.12321606,39.43556473,
945,5.637816788,10.85459076,26.97522265,40.98618628,
946,6.948202072,12.99130831,25.80669051,39.22546093,
947,8.404277955,17.02678037,30.94398681,62.71276407,
948,5.834102454,10.79161031,30.68917136,52.00777273,
949,8.394202178,16.35171834,39.33434579,73.56895251,
950,8.305378221,16.75051103,32.11361447,50.98781701,
951,8.2522476,16.37337725,19.89554611,31.13832472,
952,8.609546156,17.03003452,28.27914207,48.0588254,
953,7.177188246,14.13417661,28.47009131,54.79426216,
954,8.570209789,17.42604493,30.84842923,47.9204317,
955,8.382500699,17.37413926,23.56574987,32.37418266,
956,9.135504383,17.12436289,37.46325912,112.5165745,
957,8.139182824,15.85522682,26.52673967,49.42444015,
958,8.947107507,17.70944784,30.26768413,65.76294701,
959,9.237075822,17.97676117,20.05935499,34.13448387,
960,9.502237625,18.42210194,25.65650715,42.48283488,
961,7.926421488,14.77581563,39.76194827,72.61872595,
962,8.949613969,18.11636286,43.594212,72.50406929,
963,9.010309306,17.71723244,29.52561232,70.76966086,
964,7.734992805,15.1044029,53.16557677,100.0301338,
965,8.856168742,16.41771097,32.4852067,78.48869947,
966,7.698474664,15.43392407,46.99552359,89.66126176,
967,9.167707346,16.76387903,42.80322185,91.24720076,
968,8.321806312,16.16368843,20.62898471,36.96850843,
969,7.838781274,15.80659008,32.73297113,59.24942593,
970,8.726343473,17.18972667,22.90669149,40.24881936,
971,9.559703973,18.25320791,21.39924372,38.06295443,
972,9.366008121,18.57127764,17.35201188,23.87334978,
973,8.168514382,15.8316628,19.84380171,35.38947944,
974,8.897291944,17.99049013,21.69081512,41.99590342,
975,7.291995301,14.69243124,27.89584024,44.77363759,
976,9.707462857,19.68008618,23.26672269,42.35343715,
977,7.974444859,15.51053257,37.57300133,69.49525215,
978,8.766511318,17.1600248,29.01775714,53.02730165,
979,8.934288068,17.42013101,27.6571076,53.28676406,
980,8.386236688,14.85471712,41.12849137,154.463436,
981,8.689797411,16.71714456,29.71972505,51.39936333,
982,7.432933119,13.92224783,55.95527093,121.6092375,
983,8.826525059,17.07667711,42.70187026,113.9790543,
984,8.862543333,17.41843467,31.48683876,53.24518208,
985,8.887864884,16.22987008,54.99177036,167.6559715,
986,8.165840861,16.58392113,40.54195237,105.6077612,
987,7.271926036,14.73057132,37.78763698,60.9978169,
988,8.196089917,17.0999995,38.37835351,63.99340439,
989,4.858219403,9.398543704,25.458755,45.57231564,
990,9.180074909,18.27013894,27.27157265,41.16442716,
991,4.599258389,9.053477577,32.36515075,57.16463066,
992,9.24380148,17.2305978,28.88897196,51.5017141,
993,8.7706979,17.23708509,22.75625006,39.32509929,
994,8.720325716,16.51036211,32.82828507,54.31084495,
995,8.524075625,16.58589308,35.7635884,76.96491257,
996,8.693945571,17.27356195,42.39791801,107.8295904,
997,7.410443646,14.46146955,29.32465509,42.08129603,
998,7.982924966,15.98761872,26.90167076,49.54197045,
999,8.738437081,17.49042298,31.5179253,77.09525596,
