,Train_MAE,Train_RMSE,MAE,RMSE,SEM(MAE),SEM(RMSE)
481,1.97E-10,2.91E-10,0.302191028,0.436536308,,
482,1.90E-10,2.89E-10,0.335575097,0.478967035,,
483,0.054363837,0.100783584,0.458261303,0.538252966,,
484,0.043910804,0.09082322,0.256746515,0.360588091,,
485,0.036591144,0.086399585,0.432828769,0.552358794,,
486,0.039715067,0.087036508,0.295168961,0.453865663,,
487,0.038110619,0.086549154,0.470571147,0.628901953,,
488,0.054816637,0.103779427,0.388030986,0.561693069,,
489,0.046877942,0.093683339,0.402650637,0.511692175,,
490,0.039192105,0.085976422,0.412875785,0.579546829,,
491,0.041208183,0.089190608,0.453616222,0.64365934,,
492,0.040501719,0.089021205,0.358290446,0.449948229,,
493,0.043277689,0.090285571,0.315312731,0.448340085,,
494,0.04734635,0.093669834,0.35150076,0.438770143,,
495,0.038727217,0.086690889,0.390952264,0.521444727,,
496,0.050720254,0.098413173,0.327724274,0.424863609,,
497,0.039668204,0.088021383,0.382516914,0.515554838,,
498,0.053088949,0.099488176,0.245085521,0.333066513,,
499,1.90E-10,2.85E-10,0.386585356,0.547130855,,
500,0.046576987,0.09246775,0.307831461,0.439573028,,
501,0.03918595,0.086082327,0.34009547,0.470231005,,
502,0.052890192,0.101576956,0.432577427,0.577380756,,
503,0.044108717,0.090785226,0.354343057,0.483957468,,
504,0.056395249,0.104245643,0.312431225,0.413563277,,
505,0.042541169,0.090894426,0.313337548,0.452003842,,
506,0.037124638,0.084223701,0.393337937,0.518284468,,
507,0.039382443,0.086546535,0.287418714,0.424289547,,
508,0.05010065,0.096421391,0.406246393,0.621777758,,
509,0.045294287,0.092099561,0.380962822,0.492700727,,
510,0.041337569,0.088834807,0.617921645,0.877108129,,
511,0.053238916,0.100258675,0.361425647,0.456457863,,
512,0.04699688,0.093740733,0.41515059,0.596325825,,
513,0.041026392,0.08962791,0.371056123,0.467681227,,
514,2.15E-10,3.19E-10,0.368121821,0.515929036,,
515,0.045871304,0.094341625,0.328190526,0.49849996,,
516,1.95E-10,2.88E-10,0.419842063,0.592197432,,
517,0.061888668,0.108996184,0.272433387,0.431878235,,
518,1.97E-10,2.93E-10,0.512423671,0.802414067,,
519,1.90E-10,2.91E-10,0.468636347,0.608716821,,
520,0.044403627,0.091792789,0.360061372,0.484595086,,
521,0.052275198,0.097695937,0.378175453,0.533289484,,
522,0.040176966,0.087295921,0.361758652,0.504992537,,
523,0.046790053,0.092977904,0.347033679,0.45995531,,
524,1.86E-10,2.73E-10,0.443075817,0.620546336,,
525,0.039794894,0.087287306,0.324608518,0.471770599,,
526,0.03948876,0.087468956,0.477181823,0.592505106,,
527,0.042596672,0.08992223,0.368010161,0.494305641,,
528,0.038143809,0.086543938,0.374255128,0.493377575,,
529,0.041120465,0.088973345,0.361382348,0.504560084,,
530,0.042892419,0.089989568,0.402317265,0.616162252,,
531,0.045334497,0.092513403,0.299095386,0.407870489,,
532,0.035196215,0.083402304,0.560530492,0.692822927,,
533,0.042019097,0.090125611,0.470834721,0.674033972,,
534,0.050363427,0.097420681,0.329144922,0.475767123,,
535,2.08E-10,3.09E-10,0.339739774,0.525826073,,
536,0.04004608,0.087498896,0.340097262,0.489615807,,
537,0.043754173,0.09071543,0.291368549,0.431344769,,
538,0.049367458,0.096170943,0.307292978,0.391370008,,
539,0.041078249,0.088483697,0.345005474,0.4719413,,
540,0.039810287,0.086942413,0.280234344,0.412336155,,
541,2.26E-10,3.38E-10,0.460743168,0.68438019,,
542,2.16E-10,3.35E-10,0.340659077,0.538495643,,
543,0.05246427,0.099061197,0.372261695,0.502263311,,
544,0.045863216,0.093378831,0.294794699,0.420984198,,
545,2.12E-10,3.29E-10,0.270065456,0.417024435,,
546,2.07E-10,3.14E-10,0.353342241,0.520807059,,
547,0.04173325,0.089105693,0.393399158,0.544255307,,
548,0.045902413,0.093305395,0.454561807,0.606961368,,
549,0.046216082,0.09323212,0.375993074,0.521299969,,
550,0.045654025,0.092527948,0.268733243,0.347446946,,
551,0.039186267,0.086905443,0.507531859,0.67085711,,
552,0.0378138,0.085008546,0.39153616,0.540624435,,
553,0.039377519,0.086930881,0.414710849,0.561960198,,
554,0.042744443,0.088833069,0.36957003,0.513534446,,
555,0.051290467,0.097874597,0.404171325,0.61765927,,
556,0.051827702,0.098503499,0.344889091,0.451583412,,
557,2.12E-10,3.26E-10,0.252731422,0.415444288,,
558,0.041131474,0.088739201,0.357859974,0.496805165,,
559,1.95E-10,2.88E-10,0.313461061,0.466335624,,
560,2.10E-10,3.11E-10,0.355811429,0.555233591,,
561,1.94E-10,2.88E-10,0.353486067,0.546878219,,
562,2.03E-10,2.99E-10,0.435759552,0.678057653,,
563,2.16E-10,3.28E-10,0.423659025,0.599937527,,
564,0.040306229,0.087993199,0.448773947,0.667447016,,
565,2.30E-10,3.44E-10,0.379130418,0.53309179,,
566,1.85E-10,2.75E-10,0.54582179,0.776153326,,
567,2.31E-10,3.39E-10,0.340955788,0.523731708,,
568,2.00E-10,2.84E-10,0.366333015,0.520866548,,
569,1.92E-10,2.89E-10,0.297296194,0.462711911,,
570,0.064872173,0.113469459,0.311057173,0.446593927,,
571,0.053793301,0.102613533,0.409186989,0.505858857,,
572,0.040416108,0.088769093,0.361900839,0.480121049,,
573,0.041888067,0.089636153,0.330155539,0.464837552,,
574,0.046737256,0.09439758,0.308513406,0.367791745,,
575,0.041014512,0.088972203,0.330147461,0.49488811,,
576,0.044217965,0.091663352,0.359675911,0.547675436,,
577,0.045680001,0.091881559,0.346293661,0.505564371,,
578,0.040698636,0.088256415,0.35629838,0.450102331,,
579,0.040269831,0.087711772,0.468325616,0.723588361,,
580,0.038278997,0.085973719,0.275761141,0.373398635,,
581,2.22E-10,3.30E-10,0.312970957,0.463217289,,
582,0.048381825,0.095775234,0.439893511,0.579321828,,
583,0.044403196,0.090937391,0.35300853,0.569370405,,
584,0.042916368,0.089728389,0.339911841,0.465909231,,
585,0.038671987,0.086163444,0.365069526,0.458604132,,
586,0.044530185,0.091674392,0.276413296,0.385055178,,
587,0.042266153,0.089284566,0.292295296,0.36985585,,
588,2.28E-10,3.42E-10,0.281100472,0.426117897,,
589,2.08E-10,3.11E-10,0.305251453,0.435260439,,
590,0.040244319,0.088130992,0.26913641,0.346073998,,
591,0.042231151,0.089652683,0.386977703,0.608538056,,
592,0.040268709,0.088037804,0.438637642,0.649205674,,
593,0.042550541,0.089715173,0.373906308,0.503186309,,
594,1.91E-10,2.82E-10,0.467737312,0.631894409,,
595,2.00E-10,2.97E-10,0.335678159,0.493641236,,
596,0.048632407,0.095698824,0.429719403,0.556522629,,
597,2.11E-10,3.25E-10,0.442628567,0.633594024,,
598,1.94E-10,2.83E-10,0.45197092,0.681741491,,
599,0.057317278,0.104478905,0.32695012,0.443293751,,
600,1.98E-10,2.88E-10,0.318408634,0.449518218,,
601,0.06151616,0.110952876,0.438085969,0.629130351,,
602,2.02E-10,2.99E-10,0.388089313,0.636371195,,
603,6.03E-06,9.01E-06,0.390912435,0.57389869,,
604,0.046881566,0.094659706,0.4072808,0.523182657,,
605,0.042140493,0.089428005,0.276427295,0.415047029,,
606,0.038193824,0.086221424,0.33457806,0.45384947,,
607,1.97E-10,2.90E-10,0.367841425,0.635786865,,
608,0.044905943,0.091750903,0.320500451,0.424862583,,
609,0.038835767,0.086392482,0.454547427,0.668003982,,
610,2.30E-10,3.41E-10,0.498713638,0.647398009,,
611,2.11E-10,3.22E-10,0.315065963,0.470890047,,
612,0.045103236,0.092133897,0.387211215,0.526729104,,
613,0.040822307,0.088461709,0.315942234,0.42759206,,
614,0.038298961,0.087085961,0.364296764,0.51074901,,
615,0.047694528,0.094283481,0.279647549,0.414678878,,
616,1.96E-10,2.87E-10,0.380142266,0.584674525,,
617,0.043651034,0.091708372,0.472898902,0.624927339,,
618,2.28E-10,3.56E-10,0.345429898,0.503446224,,
619,2.08E-10,3.19E-10,0.395922521,0.618906258,,
620,1.84E-10,2.74E-10,0.403118956,0.604772655,,
621,0.043543316,0.090616809,0.343902363,0.466129137,,
622,2.05E-10,3.10E-10,0.424534008,0.59173473,,
623,0.047382868,0.094141622,0.405378614,0.555675656,,
624,0.052721247,0.099293341,0.349237197,0.460980419,,
625,0.044200876,0.091543386,0.405865622,0.56199879,,
626,0.03760973,0.085051522,0.33198871,0.430821295,,
627,0.036619587,0.084465988,0.324619237,0.445643995,,
628,1.94E-10,2.82E-10,0.321275258,0.463006339,,
629,0.042553728,0.08954705,0.369985413,0.458020944,,
630,2.20E-10,3.47E-10,0.46556245,0.652037883,,
631,0.048682592,0.095274639,0.252791121,0.369171441,,
632,0.043104297,0.09052323,0.338741364,0.467473009,,
633,0.042583384,0.09030969,0.362481308,0.512075794,,
634,2.18E-10,3.29E-10,0.349097985,0.484507015,,
635,0.042111207,0.089291665,0.346710769,0.484188308,,
636,0.043759841,0.090060063,0.295251418,0.52088543,,
637,1.87E-10,2.90E-10,0.413363013,0.601412472,,
638,0.03951937,0.087488772,0.516552827,0.70758489,,
639,0.044651652,0.091901422,0.236882178,0.290912076,,
640,0.057933122,0.105674045,0.59458035,0.855397378,,
641,0.044541314,0.090849012,0.422725343,0.671190055,,
642,0.049290445,0.096755185,0.254410277,0.341692287,,
643,1.88E-10,2.80E-10,0.260376825,0.426459229,,
644,2.02E-10,3.08E-10,0.393768667,0.611187478,,
645,1.89E-10,2.79E-10,0.388919734,0.527254282,,
646,0.038420556,0.086263914,0.335325986,0.4616583,,
647,0.039348344,0.086269732,0.411641924,0.555755341,,
648,0.050458251,0.098232707,0.323537152,0.458044289,,
649,0.050885967,0.096420191,0.279627524,0.413247651,,
650,2.15E-10,3.35E-10,0.328899372,0.523716692,,
651,0.042007187,0.088488868,0.283210228,0.404848792,,
652,1.91E-10,2.98E-10,0.470561513,0.622762945,,
653,0.044584906,0.092234762,0.361196841,0.565510138,,
654,2.04E-10,3.02E-10,0.386861107,0.562704087,,
655,0.053768351,0.100206777,0.321666202,0.514389172,,
656,0.049373741,0.096699632,0.388119778,0.500099876,,
657,1.79E-10,2.62E-10,0.391689722,0.56155501,,
658,0.041957727,0.089781635,0.343265934,0.447925818,,
659,0.042516964,0.090129681,0.473508292,0.711805858,,
660,0.056705246,0.10446945,0.371118881,0.54544815,,
661,1.93E-10,2.86E-10,0.489314928,0.723791274,,
662,0.039361845,0.086769559,0.308080124,0.420134813,,
663,0.039905906,0.088072982,0.396706508,0.519342271,,
664,0.040224076,0.088539163,0.389520878,0.499871441,,
665,0.045045516,0.092638275,0.294270652,0.409008991,,
666,0.043646727,0.090617151,0.242427771,0.33752052,,
667,0.043394473,0.091839604,0.375264881,0.530475507,,
668,0.0461639,0.093609855,0.355319934,0.477675587,,
669,0.042274506,0.090254987,0.37660237,0.507302412,,
670,0.055923167,0.101942634,0.276146583,0.398751545,,
671,0.049167578,0.096234244,0.418523783,0.540894861,,
672,0.043905516,0.090712138,0.372633287,0.507184223,,
673,1.82E-10,2.65E-10,0.376110812,0.667163931,,
674,2.29E-10,3.59E-10,0.365645682,0.515064049,,
675,0.043106783,0.090413558,0.34336031,0.497727897,,
676,0.049442589,0.095199024,0.253841219,0.386169136,,
677,0.041556051,0.088327126,0.394612493,0.537903758,,
678,0.038562348,0.086292329,0.383435316,0.520256385,,
679,0.054425243,0.101751513,0.302406266,0.398614102,,
680,0.038897941,0.086383589,0.323793048,0.47313567,,
681,0.048401179,0.096096331,0.450848995,0.695965792,,
682,2.10E-10,3.06E-10,0.275063174,0.441831881,,
683,0.045086367,0.091244858,0.313400966,0.422154288,,
684,0.040787842,0.08819141,0.380311489,0.495848469,,
685,0.052648428,0.099779372,0.327251579,0.425756552,,
686,0.045247923,0.093538028,0.382933887,0.54120529,,
687,0.039180897,0.087214193,0.4212472,0.555630779,,
688,1.83E-10,2.63E-10,0.414635669,0.586216098,,
689,0.041355339,0.090177488,0.449175243,0.657016366,,
690,0.041817644,0.088772548,0.31088347,0.492739314,,
691,2.10E-10,3.18E-10,0.323745308,0.521072092,,
692,0.043342096,0.09035403,0.280165942,0.372817408,,
693,0.054815083,0.101399169,0.348272013,0.455570875,,
694,0.047995321,0.09427309,0.339706605,0.458520903,,
695,0.04010899,0.088228885,0.352869186,0.480241082,,
696,0.047532119,0.094032591,0.27944449,0.384988267,,
697,0.041077943,0.089306013,0.366757262,0.561698284,,
698,0.04867845,0.095359444,0.298522438,0.383192998,,
699,0.053379997,0.100020258,0.303864756,0.408210209,,
700,0.043832313,0.091836089,0.442770261,0.665178394,,
701,0.046034518,0.093978277,0.392413555,0.507588837,,
702,0.037603848,0.085347751,0.386619029,0.581736972,,
703,2.25E-10,3.28E-10,0.421470043,0.62487837,,
704,3.08E-06,4.49E-06,0.408355091,0.575644874,,
705,0.04041707,0.087728418,0.412240757,0.609505944,,
706,0.046454604,0.092682147,0.305389199,0.451384485,,
707,0.041353992,0.089630337,0.48955072,0.691516004,,
708,0.042791341,0.089329652,0.385089715,0.511498145,,
709,0.038887947,0.08725917,0.481206764,0.611541587,,
710,2.07E-10,3.05E-10,0.329955293,0.506811997,,
711,0.041025747,0.087842394,0.450923065,0.672918069,,
712,0.045653745,0.092070652,0.336078362,0.463724428,,
713,0.044611803,0.092633864,0.333399345,0.489858582,,
714,0.037568286,0.085805108,0.487993728,0.664905444,,
715,1.94E-10,2.88E-10,0.393363449,0.55331505,,
716,0.057007341,0.103439961,0.259541115,0.351617936,,
717,0.040423631,0.088318376,0.354285662,0.508242265,,
718,1.83E-10,2.66E-10,0.390146299,0.610776711,,
719,0.044368691,0.091980531,0.46265101,0.590584414,,
720,0.055101981,0.103938228,0.49107921,0.666919035,,
721,1.95E-10,2.87E-10,0.410519312,0.660501962,,
722,2.20E-10,3.30E-10,0.426315477,0.585806452,,
723,0.039753303,0.086844833,0.292016357,0.404962737,,
724,0.044760801,0.091776043,0.261169208,0.32050224,,
725,0.049229435,0.096779515,0.267279877,0.382237399,,
726,0.040738127,0.087951719,0.265529418,0.412360951,,
727,0.038182294,0.086070371,0.472591497,0.677930115,,
728,0.038575394,0.085575912,0.319060015,0.433360454,,
729,0.039800005,0.087100507,0.35260657,0.483353371,,
730,0.045772951,0.092315634,0.386327524,0.521730397,,
731,0.040735329,0.08892172,0.494060349,0.727235264,,
732,0.046506451,0.093806891,0.325184926,0.448419393,,
733,0.040544402,0.088555668,0.325696902,0.459201086,,
734,0.039748386,0.086985932,0.332242315,0.458288393,,
735,0.035332638,0.083125919,0.485373463,0.629666927,,
736,0.047405455,0.093438076,0.278842385,0.391256512,,
737,0.039474176,0.088030193,0.305956349,0.493810574,,
738,0.04797478,0.095659167,0.339926763,0.421070699,,
739,0.042436141,0.090353024,0.388139897,0.532975328,,
740,0.042823584,0.090326869,0.269355169,0.400400799,,
741,1.77E-10,2.60E-10,0.463739452,0.615261403,,
742,2.11E-10,3.08E-10,0.470068316,0.731146321,,
743,2.23E-10,3.43E-10,0.305662482,0.483373846,,
744,0.036088219,0.084846154,0.403722818,0.52082639,,
745,0.045199065,0.091829414,0.297250117,0.448807463,,
746,0.04360983,0.091144044,0.39142091,0.574056521,,
747,0.049257516,0.098262554,0.48266375,0.669658669,,
748,0.04288279,0.089942228,0.312621891,0.412018167,,
749,0.042288499,0.090117884,0.327696559,0.480435769,,
750,0.046092917,0.092481198,0.401515907,0.63718304,,
751,0.043970021,0.090774043,0.256094996,0.347830775,,
752,0.048980446,0.097129234,0.373674453,0.500825313,,
753,0.037616557,0.085918863,0.352223476,0.548646516,,
754,0.041735793,0.08862378,0.386840332,0.5978608,,
755,0.04327655,0.090003484,0.264034641,0.358988657,,
756,0.044256402,0.092214709,0.332667391,0.452718907,,
757,0.042257514,0.090389253,0.510081117,0.7078981,,
758,0.042218726,0.089443695,0.353562898,0.49961543,,
759,1.72E-10,2.50E-10,0.524723102,0.774962337,,
760,1.92E-10,2.85E-10,0.368999877,0.565148126,,
761,0.039328152,0.086671445,0.252697716,0.312051997,,
762,1.75E-10,2.48E-10,0.467568462,0.658868528,,
763,0.037804189,0.085043842,0.426802678,0.552208343,,
764,2.12E-10,3.17E-10,0.366047085,0.547181502,,
765,0.074392769,0.121186576,0.275153836,0.345861148,,
766,0.041812927,0.089731966,0.427685773,0.616750204,,
767,0.044499407,0.091818543,0.350409942,0.53826694,,
768,0.04621242,0.092409955,0.308436221,0.446810746,,
769,0.037272595,0.085491712,0.569490716,0.801761904,,
770,0.042709988,0.090103106,0.390911368,0.531824757,,
771,2.08E-10,3.21E-10,0.470257892,0.650427928,,
772,2.02E-10,3.03E-10,0.409766054,0.590760648,,
773,2.09E-10,3.20E-10,0.302379712,0.478676315,,
774,0.04802998,0.094799507,0.371272788,0.520186714,,
775,0.045848242,0.093764302,0.31083187,0.411619524,,
776,0.04113401,0.088733192,0.393368191,0.648125186,,
777,0.064244179,0.111796277,0.368036423,0.493543829,,
778,0.040129771,0.088168548,0.261135701,0.358146159,,
779,0.042392532,0.08956299,0.426319069,0.582717777,,
780,0.060979073,0.106624783,0.385351043,0.492554232,,
781,0.044248833,0.092002773,0.333904498,0.414017385,,
782,0.040017708,0.088766666,0.392266715,0.52517113,,
783,0.043590949,0.091581376,0.295252572,0.38363648,,
784,0.044919988,0.092494199,0.371970071,0.494973734,,
785,0.06097477,0.109003876,0.33764025,0.550897762,,
786,0.042195171,0.089523966,0.317661369,0.406255186,,
787,0.040174935,0.088526906,0.43611882,0.603183703,,
788,0.042118366,0.089341945,0.330052793,0.441135197,,
789,0.039649422,0.08801319,0.333937971,0.529835792,,
790,1.82E-10,2.57E-10,0.343851391,0.535790945,,
791,0.045032374,0.092790697,0.341091082,0.427798582,,
792,2.63E-06,3.76E-06,0.341739827,0.550758285,,
793,1.90E-10,2.80E-10,0.275053555,0.419179177,,
794,0.050695425,0.098040631,0.305905909,0.429286342,,
795,0.043091835,0.090623876,0.307168917,0.421017065,,
796,0.05953166,0.106872195,0.340871242,0.485447284,,
797,0.04921503,0.096124458,0.385928494,0.508279293,,
798,0.043580369,0.092150465,0.417900102,0.548609359,,
799,2.40E-10,3.61E-10,0.729398342,0.946127968,,
800,1.92E-10,2.77E-10,0.447446987,0.701579146,,
801,1.89E-10,2.71E-10,0.324689031,0.568236208,,
802,0.048957158,0.095823745,0.400210972,0.641963717,,
803,0.054617929,0.100482911,0.455951729,0.613248734,,
804,0.036301666,0.085082609,0.482891028,0.665994268,,
805,0.041311476,0.088771257,0.320616111,0.433467474,,
806,0.045551969,0.093080246,0.447132556,0.595636478,,
807,2.10E-10,3.35E-10,0.47587058,0.613076064,,
808,2.16E-10,3.22E-10,0.461911065,0.64138963,,
809,0.042178767,0.088874025,0.296949877,0.411658164,,
810,0.038091662,0.086701752,0.329574195,0.407917495,,
811,1.98E-10,3.04E-10,0.399807222,0.557203653,,
812,0.050824794,0.097387743,0.352259028,0.477630697,,
813,2.05E-10,3.05E-10,0.499503444,0.727811486,,
814,0.045758528,0.093645385,0.369609777,0.550696002,,
815,1.89E-10,2.89E-10,0.482942036,0.63278817,,
816,0.044827848,0.092185986,0.428392965,0.593092847,,
817,0.069048305,0.117923723,0.303608297,0.413676956,,
818,0.044967521,0.092352825,0.411941025,0.586686023,,
819,0.040936002,0.089001207,0.321357891,0.439529419,,
820,0.041477687,0.088921767,0.458018338,0.65146437,,
821,0.039475545,0.08700321,0.331501413,0.432955887,,
822,0.039995153,0.087661338,0.384672315,0.610228074,,
823,2.19E-10,3.51E-10,0.484589857,0.669282057,,
824,0.049302839,0.094808803,0.309947923,0.453040167,,
825,0.046990544,0.094356117,0.4016864,0.527399433,,
826,0.042186078,0.091020965,0.429391513,0.56230164,,
827,0.043266398,0.090030935,0.331150624,0.449369094,,
828,0.044262952,0.090881123,0.302203387,0.388427993,,
829,1.93E-10,2.78E-10,0.370477364,0.521446642,,
830,0.041014055,0.088751086,0.356835813,0.496422604,,
831,0.048315657,0.094741628,0.299317994,0.430047832,,
832,1.82E-10,2.72E-10,0.393466647,0.625498487,,
833,0.043761493,0.090597499,0.253316898,0.352022592,,
834,0.074057339,0.120351263,0.275939476,0.397921191,,
835,0.04054739,0.087253381,0.424473541,0.581966021,,
836,0.041180554,0.089563354,0.328863858,0.424571333,,
837,0.048610749,0.095797372,0.359066643,0.456904323,,
838,0.044707381,0.09266567,0.442144859,0.693408364,,
839,0.051762839,0.098723346,0.250292941,0.367629113,,
840,2.06E-10,2.99E-10,0.334249607,0.488023261,,
841,0.043516489,0.090444046,0.294305805,0.424888296,,
842,0.048359253,0.095057265,0.315728368,0.444896643,,
843,2.26E-10,3.48E-10,0.483061221,0.695686081,,
844,0.042986061,0.089008217,0.330169002,0.428283103,,
845,0.047737258,0.094161195,0.425089313,0.617433595,,
846,0.044696344,0.091028483,0.341030839,0.571654591,,
847,2.15E-10,3.36E-10,0.370691425,0.54257605,,
848,0.037535099,0.085095845,0.335887567,0.452167767,,
849,0.03892039,0.08718205,0.324644669,0.429727992,,
850,0.044002146,0.092232792,0.393754125,0.56148538,,
851,0.047208654,0.093938602,0.402244384,0.586188826,,
852,0.05495965,0.10325713,0.405863308,0.561642713,,
853,0.04079655,0.088065022,0.357816062,0.462546916,,
854,0.051429587,0.098958394,0.329447475,0.464739265,,
855,0.040154403,0.086820194,0.35553741,0.508484246,,
856,0.049308743,0.09536603,0.21324206,0.321062198,,
857,0.041527941,0.089352773,0.282421319,0.38193469,,
858,0.042852822,0.090976793,0.391901999,0.579966554,,
859,0.039127885,0.086706461,0.403786896,0.569240058,,
860,0.045895663,0.092222529,0.382619155,0.602783921,,
861,0.04504218,0.092450966,0.385993888,0.551852543,,
862,2.13E-10,3.14E-10,0.444084943,0.610570911,,
863,0.042407274,0.091368904,0.393110291,0.518468983,,
864,0.047904509,0.09473507,0.288007687,0.396241365,,
865,0.036789208,0.085273647,0.406012692,0.555480945,,
866,0.04677208,0.094168963,0.365787014,0.477892366,,
867,0.045848787,0.092364304,0.267193742,0.39946313,,
868,0.045523495,0.092269419,0.229127395,0.345662672,,
869,0.041341069,0.089588893,0.308936132,0.406376715,,
870,0.047140962,0.093530923,0.280893801,0.377891256,,
871,0.041843446,0.08986486,0.473056445,0.687230843,,
872,1.91E-10,2.84E-10,0.364918742,0.543153415,,
873,0.039526899,0.088020393,0.478870332,0.581768686,,
874,0.037364763,0.08594509,0.471160133,0.626542542,,
875,0.052037129,0.10003333,0.378038901,0.488094502,,
876,0.045464578,0.092905724,0.339131767,0.478562712,,
877,0.040067414,0.08767687,0.375727737,0.482631543,,
878,0.04822665,0.094057459,0.44221131,0.56805038,,
879,1.91E-10,2.87E-10,0.324969457,0.492425725,,
880,0.046716147,0.093019404,0.314308597,0.493930695,,
881,2.12E-10,3.22E-10,0.438219758,0.623025019,,
882,0.039517913,0.086816156,0.31398348,0.46670446,,
883,0.040723891,0.088270688,0.388438064,0.557013009,,
884,0.046621095,0.094305571,0.431513557,0.606992736,,
885,0.047825892,0.094362248,0.402808185,0.566113456,,
886,0.035241654,0.083850116,0.453118514,0.58483439,,
887,1.91E-10,2.89E-10,0.379045603,0.594963515,,
888,0.047349528,0.094921768,0.363328355,0.478062176,,
889,2.03E-10,3.13E-10,0.373451621,0.51753928,,
890,0.056014825,0.101949147,0.321081295,0.439129331,,
891,0.05319579,0.099938161,0.345381703,0.509968891,,
892,0.042024406,0.088974387,0.321822784,0.400630441,,
893,1.86E-10,2.80E-10,0.285637647,0.434971095,,
894,0.044443971,0.090150897,0.266453076,0.358726883,,
895,0.041391403,0.08819687,0.235922138,0.337806347,,
896,0.041781173,0.089268522,0.380785008,0.530016672,,
897,0.044605305,0.09193574,0.322529629,0.477918735,,
898,0.0435027,0.091523841,0.345473293,0.449101863,,
899,1.88E-10,2.75E-10,0.551500859,0.889010116,,
900,0.049896838,0.096701788,0.32045798,0.470322106,,
901,2.07E-10,3.31E-10,0.377058719,0.53640064,,
902,0.041397204,0.088464464,0.341579633,0.562110048,,
903,0.04128382,0.088701553,0.377200889,0.542916729,,
904,0.046637648,0.09423675,0.383989476,0.479820967,,
905,0.044503907,0.0923985,0.292664754,0.467435241,,
906,0.03965869,0.086626736,0.389456224,0.492450778,,
907,2.13E-10,3.14E-10,0.442925111,0.553468248,,
908,1.89E-10,2.85E-10,0.373130963,0.534196249,,
909,0.041506253,0.08902827,0.323697298,0.498658649,,
910,0.051505119,0.098535522,0.456559343,0.704602443,,
911,2.29E-10,3.54E-10,0.381282796,0.566833673,,
912,0.049232498,0.096425188,0.321581094,0.426927003,,
913,1.83E-10,2.53E-10,0.474211094,0.689229283,,
914,0.047838671,0.094114162,0.338007071,0.472868309,,
915,2.01E-10,2.92E-10,0.305598475,0.438640877,,
916,0.037603421,0.084793503,0.542309962,0.683131642,,
917,1.84E-10,2.76E-10,0.439701307,0.596358244,,
918,0.048998389,0.095748616,0.416013016,0.60756667,,
919,0.048659007,0.095296542,0.404336022,0.536914571,,
920,0.036984174,0.084635849,0.400180863,0.518234383,,
921,0.039120748,0.086827886,0.215780442,0.316725121,,
922,0.051196235,0.099182785,0.371531333,0.486747241,,
923,0.038567003,0.086147436,0.310791624,0.393419333,,
924,2.03E-10,3.13E-10,0.509554543,0.831114807,,
925,1.90E-10,2.87E-10,0.380170803,0.548334335,,
926,0.040979582,0.088217924,0.361788524,0.564300518,,
927,0.055623757,0.101178746,0.360260974,0.461772597,,
928,0.040122931,0.087109802,0.319297835,0.437824087,,
929,0.040249128,0.088782344,0.401904088,0.511173991,,
930,0.039493113,0.087340044,0.355728341,0.457408653,,
931,0.045786817,0.091600599,0.25032664,0.380478694,,
932,0.038808059,0.086423398,0.40446118,0.614246511,,
933,1.93E-10,2.79E-10,0.494368823,0.641137017,,
934,0.046327734,0.092845212,0.281360706,0.510128818,,
935,0.041898881,0.089995603,0.331756693,0.456829513,,
936,0.046054321,0.091925205,0.406108424,0.601954,,
937,0.04297132,0.09018285,0.309526846,0.510207347,,
938,0.037885179,0.085576032,0.431039056,0.589316143,,
939,0.047496771,0.093480688,0.290784758,0.408321554,,
940,0.050318859,0.096841491,0.292636061,0.372617946,,
941,0.040278461,0.087270894,0.31288927,0.413350788,,
942,0.044787702,0.090918159,0.286097786,0.371148155,,
943,0.038108671,0.085874382,0.367584006,0.484646689,,
944,0.041966604,0.089339894,0.414235394,0.598651037,,
945,0.04755851,0.096030542,0.355986753,0.553355986,,
946,1.99E-10,3.03E-10,0.440966553,0.625402147,,
947,1.97E-10,2.81E-10,0.460321083,0.603226075,,
948,0.04505545,0.093688945,0.380912349,0.485134916,,
949,0.041719034,0.089217697,0.270068586,0.374791236,,
950,0.054704844,0.101460081,0.307251614,0.433690889,,
951,0.043766598,0.091225266,0.338247779,0.445421092,,
952,0.041312309,0.089261724,0.368255021,0.487258619,,
953,0.036944676,0.085919599,0.571902387,0.791375673,,
954,1.85E-10,2.75E-10,0.360513726,0.507334073,,
955,0.038482464,0.086793806,0.372420537,0.477418277,,
956,0.04344401,0.091216065,0.43584443,0.667038569,,
957,0.063198931,0.111771558,0.391643568,0.600383008,,
958,0.041671649,0.089441494,0.394221054,0.512007195,,
959,0.049620451,0.097185023,0.372008826,0.519719922,,
960,0.044842028,0.092571916,0.306329484,0.401944566,,
961,0.042832104,0.091368525,0.444683917,0.674041038,,
962,0.042518704,0.09028507,0.287342447,0.369116614,,
963,0.039290333,0.08703609,0.301622126,0.362841348,,
964,0.040639911,0.087723065,0.201047798,0.31134983,,
965,0.044240122,0.091595895,0.311407595,0.446773873,,
966,0.052205149,0.099523803,0.415483884,0.599894927,,
967,0.039725373,0.086496088,0.447686611,0.673044034,,
968,0.047214071,0.093553292,0.259103954,0.405377227,,
969,0.047938238,0.093927979,0.365978819,0.499158911,,
970,2.16E-10,3.16E-10,0.444548329,0.612298941,,
